Prokaryote Name	Tax ID	Average CAI	Median CAI	Coefficient of Variation (of CAI)	Nc Difference	Average Nc	Salinity	Oxygen Requirment	Habitat	Temp. Range	Pathogenic	Present in the trimmed list	Super Kingdom	GC content (%)
Salinispora arenicola CNS-205	391037	0.610772646	0.619	0.139757025	0.119784926	36.10121664		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.695185281
Salinispora tropica CNB-440	369723	0.611981101	0.62	0.1403974	0.120832084	36.40048429	Mesophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.694610088
Salmonella enterica arizonae serovar 62 z4 z23  	41514	0.430008264	0.418	0.174527003	0.243249744	47.48410051		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	0.513767388	47.48410051
Salmonella enterica Choleraesuis	321314	0.407978041	0.395	0.201272147	0.250801743	47.0949282		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.521324838
Salmonella enterica Paratypi ATCC 9150	295319	0.42548059	0.412	0.199260849	0.235538386	46.53552542		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.521643521
Salmonella enterica serovar Agona SL483	454166	0.420891148	0.408	0.197351592	0.239637678	46.63736464		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.519951462
Salmonella enterica serovar Dublin CT 02021853	439851	0.421361586	0.408	0.195663098	0.239961793	46.60743468		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.521258642
Salmonella enterica serovar Enteritidis P125109	550537	0.417981554	0.405	0.202911459	0.242213089	46.64572227		Facultative	Specialized	Mesophilic	"Human, Animals"	No	Bacteria	0.521673132
Salmonella enterica serovar Gallinarum 287 91	550538	0.419708402	0.406	0.203327082	0.238235878	46.53974212		Facultative	Multiple	Mesophilic	Poultry	No	Bacteria	0.522045542
Salmonella enterica serovar Heidelberg SL476	454169	0.42161005	0.409	0.196157295	0.239476747	46.75028417		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.520561893
Salmonella enterica serovar Newport SL254	423368	0.422159911	0.409	0.194588896	0.243841216	46.90900025		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.522312853
Salmonella enterica serovar Paratyphi A AKU 12601	554290	0.422040437	0.41	0.202402614	0.234267714	46.57932131		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.521836738
Salmonella enterica serovar Paratyphi B SPB7	272994	0.42702735	0.413	0.182435831	0.253850027	46.86895052		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.521097527
Salmonella enterica serovar Paratyphi C RKS4594	476213	0.405909692	0.39	0.210894211	0.241492782	46.78417578		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.521698912
Salmonella enterica serovar Schwarzengrund CVM19633	439843	0.424656759	0.411	0.192719308	0.238607812	46.67008426		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.522110282
Salmonella enterica serovar Typhi Ty2	209261	0.411441008	0.398	0.210112852	0.242778057	46.82204106		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.520516909
Salmonella typhi	220341	0.408726644	0.3965	0.211018088	0.249671365	47.26171663		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.518701571
Salmonella typhi Ty2	209261	0.41143763	0.398	0.210111743	0.242783255	46.82236019		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.520516909
Salmonella typhimurium LT2	99287	0.417406303	0.404	0.201514896	0.242621399	46.73226215		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.522387032
Sanguibacter keddieii DSM 10542 uid40845	446469	0.729988822	0.742	0.114933487	0.003597339	30.85550817		Facultative	Host-associated	Mesophilic		Yes	Bacteria	0.718865062
Sebaldella termitidis ATCC 33386	526218	0.630116133	0.625	0.088112401	0.093827233	41.45124897		Anaerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.333756812
Segniliparus rotundus DSM 44985 uid49049	640132	0.608788265	0.613	0.119864319	0.130920539	39.32906633		Aerobic		Mesophilic		Yes	Bacteria	0.667912895
Serratia proteamaculans 568	399741	0.487318441	0.481	0.174019837	0.121506659	44.1487304	Non-halophilic	Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.550238306
Shewanella amazonensis SB2B	326297	0.427110006	0.408	0.20016398	0.213141898	47.59448771		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.535863889
Shewanella ANA-3	94122	0.423780596	0.407	0.172809619	0.220990443	49.99231051		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.479282427
Shewanella baltica OS155	325240	0.48096715	0.468	0.132083996	0.201442636	50.55639976		Facultative	Aquatic	Mesophilic		No	Bacteria	0.462289178
Shewanella baltica OS185	402882	0.48406998	0.4715	0.13003359	0.197572782	50.33281034		Facultative	Aquatic	Mesophilic	No	No	Bacteria	0.462721183
Shewanella baltica OS195	399599	0.482113727	0.47	0.129293897	0.199395683	50.47962727		Facultative	Aquatic	Mesophilic		No	Bacteria	0.461744693
Shewanella baltica OS223	407976	0.483809322	0.471	0.130416967	0.198457676	50.44088634		Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.462660136
Shewanella denitrificans OS217	318161	0.501685281	0.492	0.113505361	0.196446745	51.27389777		Facultative	Aquatic	Mesophilic		Yes	Bacteria	0.451491738
Shewanella frigidimarina NCIMB 400	318167	0.541340618	0.532	0.111899106	0.13840651	48.44125986		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.415840687
Shewanella halifaxensis HAW EB4	458817	0.489188959	0.475	0.142694608	0.220807733	51.94416587		Facultative		Psychrophilic		Yes	Bacteria	0.445908745
Shewanella loihica PV-4	323850	0.420396399	0.404	0.171552256	0.091733426	45.1269144		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.536669973
Shewanella MR-4	60480	0.432100872	0.415	0.173434284	0.215570928	49.73752345		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.478944654
Shewanella MR-7	60481	0.432982592	0.416	0.169664505	0.216152898	49.81654258		Facultative	Aquatic	Mesophilic		Yes	Bacteria	0.478593005
Shewanella oneidensis	211586	0.449643922	0.436	0.145934184	0.217568643	50.69530983		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.458892959
Shewanella pealeana ATCC 700345	398579	0.485080918	0.468	0.152018414	0.227343021	51.86484548		Facultative		Mesophilic	No	Yes	Bacteria	0.446619543
Shewanella piezotolerans WP3	225849	0.493232299	0.481	0.125316136	0.225262922	52.33079413		Facultative	Specialized	Mesophilic	No	Yes	Bacteria	0.432917889
Shewanella putrefaciens CN-32	319224	0.488536871	0.48	0.118857279	0.200411645	50.87547102		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.44451625
Shewanella sediminis HAW-EB3	425104	0.459501905	0.447	0.144327657	0.232031143	53.93371167	Mesophilic	Facultative	Aquatic	Psychrophilic	No	Yes	Bacteria	0.460778763
Shewanella violacea DSS12 uid47085	637905	0.496357339	0.485	0.121790553	0.210716055	53.16715915		Facultative	Specialized	Psychrophilic	No	Yes	Bacteria	0.44716368
Shewanella W3-18-1	351745	0.487434048	0.478	0.11912466	0.202236602	50.93249008		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.446332709
Shewanella woodyi ATCC 51908	392500	0.487404232	0.477	0.116609804	0.226165846	52.4931296	Non-halophilic	Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.437009922
Shigella boydii CDC 3083 94	344609	0.414333952	0.397	0.229547949	0.260743546	47.51102361	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.510270158
Shigella boydii Sb227	300268	0.41846111	0.4	0.224034312	0.260304788	47.53535307	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.511091096
Shigella dysenteriae	300267	0.421183024	0.401	0.218664804	0.272260076	48.27165385	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.50968699
Shigella flexneri 2a	198214	0.403615482	0.386	0.243282383	0.266750581	47.97387065		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.506544152
Shigella flexneri 2a 2457T	198215	0.419026637	0.4	0.22692609	0.258772439	47.36379578		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.509059806
Shigella flexneri 5 8401	373384	0.419241214	0.402	0.225349401	0.251429622	47.61016933		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.509177393
Shigella sonnei Ss046	300269	0.410787103	0.393	0.232986411	0.254798326	47.20643908	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.507665198
Sideroxydans lithotrophicus ES 1 uid46801	580332	0.665975318	0.675	0.13029309	0.030109793	43.45448242			Aquatic	Mesophilic	No	Yes	Bacteria	0.575417425
Silicibacter pomeroyi DSS-3	246200	0.552128173	0.555	0.161193675	0.124367052	38.18120557		Aerobic	Aquatic		No	No	Bacteria	0.64069638
Silicibacter TM1040	292414	0.497830105	0.49	0.179576653	0.226720251	45.11648284			Multiple		No	Yes	Bacteria	0.600563738
Sinorhizobium medicae WSM419	366394	0.536192356	0.537	0.151493822	0.191784896	43.72400196	Non-halophilic	Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.611498134
Sinorhizobium meliloti	266834	0.539704458	0.545	0.175919344	0.191227219	41.91807915		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.621741403
Slackia heliotrinireducens DSM 20476	471855	0.582307845	0.583	0.191418267	0.122321756	39.39080406		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.602115994
Sodalis glossinidius morsitans	343509	0.526909399	0.527	0.148603831	0.17824793	46.82926884	Non-halophilic	Microaerophilic	Host-associated	Mesophilic	No	Yes	Bacteria	0.545049484
Solibacter usitatus Ellin6076	234267	0.616049987	0.627	0.117941088	0.050985556	41.59763905	Non-halophilic	Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.619024568
Sorangium cellulosum  So ce 56 	448385	0.676194237	0.695	0.151839347	0.065166155	33.20075126		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.713757384
Sphaerobacter thermophilus DSM 20745	479434	0.718320968	0.728	0.096820304	0.02279393	36.08690255					No	Yes	Bacteria	0.681093825
Sphingobium japonicum UT26S uid47077	452662	0.524685019	0.535	0.210350868	0.183384219	37.96013843		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.648499772
Sphingomonas wittichii RW1	392499	0.625274229	0.65	0.18126605	0.115939868	34.00824478		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.679011659
Sphingopyxis alaskensis RB2256	317655	0.58718541	0.605	0.163677507	0.160637386	38.07591489		Aerobic	Aquatic			Yes	Bacteria	0.654581169
Spirosoma linguale DSM 74 uid43413	504472	0.660684535	0.664	0.079071122	0.064346344	51.30300158			Multiple	Mesophilic	No	Yes	Bacteria	0.501489414
Stackebrandtia nassauensis DSM 44728 uid46663	446470	0.645190038	0.665	0.160964879	0.040670444	33.40409677		Aerobic				Yes	Bacteria	0.68133935
Staphylococcus aureus aureus MRSA252	282458	0.543595911	0.529	0.152217706	0.189941366	40.8643458		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328071648
Staphylococcus aureus aureus MSSA476	282459	0.558057862	0.544	0.141900316	0.184141408	40.72722217		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.32817518
Staphylococcus aureus COL	93062	0.552346975	0.538	0.145188376	0.187655877	40.76204804		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328131586
Staphylococcus aureus JH1	359787	0.559111577	0.547	0.142916363	0.191431589	41.04202391		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.329163795
Staphylococcus aureus JH9	359786	0.559436897	0.548	0.142716653	0.190791002	41.02371782		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.329151018
Staphylococcus aureus Mu3	418127	0.5497676	0.538	0.148158206	0.193615529	41.01724258	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328776655
Staphylococcus aureus Mu50	158878	0.54954679	0.537	0.147946434	0.193622833	41.01881452		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328436829
Staphylococcus aureus MW2	196620	0.55007477	0.536	0.145674355	0.186970223	40.7334202		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328295861
Staphylococcus aureus N315	158879	0.551161625	0.539	0.147444901	0.190768667	40.8876331		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328075073
Staphylococcus aureus NCTC 8325	93061	0.559542869	0.546	0.140158972	0.190877867	40.92895907		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.328682621
Staphylococcus aureus Newman	426430	0.561061895	0.548	0.138677814	0.182893758	41.03758063					"Human, Animal"	No	Bacteria	0.328882555
Staphylococcus aureus RF122	273036	0.563394379	0.552	0.139974872	0.180612031	40.84336038		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.327787361
Staphylococcus aureus USA300	367830	0.55687639	0.543	0.14212858	0.186254367	40.76607699						No	Bacteria	0.326905273
Staphylococcus aureus USA300 FPR3757	451515	0.556868691	0.543	0.142112134	0.186254332	40.76607528	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.326905273
Staphylococcus aureus USA300 TCH1516	451516	0.576399285	0.566	0.125899567	0.181425176	40.87556141		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.327311683
Staphylococcus carnosus TM300	396513	0.56382785	0.547	0.163622063	0.195233001	41.96686616		Facultative		Mesophilic		Yes	Bacteria	0.346327164
Staphylococcus epidermidis ATCC 12228	176280	0.571188862	0.565	0.121356583	0.173835353	41.44811671		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.320459406
Staphylococcus epidermidis RP62A	176279	0.573068236	0.566	0.123499069	0.169928408	41.33534839		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.321490332
Staphylococcus haemolyticus	279808	0.525402998	0.507	0.177644039	0.210397996	41.03453483		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.327808957
Staphylococcus lugdunensis HKU09 01 uid46233	698737	0.634770559	0.63	0.088070381	0.124677476	42.60751386		Aerobic	Host-associated	Mesophilic		Yes	Bacteria	0.338681355
Staphylococcus saprophyticus	342451	0.563138371	0.554	0.13242723	0.187861845	41.62683614		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.331859394
Staphylothermus hellenicus DSM 12710 uid45893	591019	0.694063082	0.696	0.045893216	0.018200983	46.33777563	Mesophilic	Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.36838302
Staphylothermus marinus F1	399550	0.689103203	0.692	0.05047249	0.014521218	45.10217936		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.357265431
Starkeya novella DSM 506 uid48815	639283	0.697514859	0.717	0.150672827	0.067963362	33.56228851						Yes	Bacteria	0.6788473
Stenotrophomonas maltophilia K279a	522373	0.552500978	0.559	0.247831692	0.156496954	33.90672947		Aerobic	Multiple	Mesophilic	Human	No	Bacteria	0.663240452
Stenotrophomonas maltophilia R551 3	391008	0.583368978	0.585	0.20045524	0.124060511	33.19110561	Non-halophilic	Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.662999028
Streptobacillus moniliformis DSM 12112	519441	0.744211538	0.746	0.076036357	0.005041925	32.46428308		Microaerophilic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.262797021
Streptococcus agalactiae 2603	208435	0.489107045	0.481	0.152403247	0.248433659	44.26461879		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.356466122
Streptococcus agalactiae A909	205921	0.495399779	0.488	0.151189765	0.249854452	44.18542137		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.35622432
Streptococcus agalactiae NEM316	211110	0.488421834	0.481	0.155094072	0.248962521	44.41799099		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.356274178
Streptococcus dysgalactiae equisimilis GGS 124	486410	0.410797165	0.393	0.207195727	0.313896124	48.76689967			Host-associated	Mesophilic	Human	Yes	Bacteria	0.395771338
Streptococcus equi 4047	553482	0.419652542	0.406	0.181745315	0.271740182	49.8290113		Facultative	Host-associated	Mesophilic	Equine	No	Bacteria	0.412824958
Streptococcus equi zooepidemicus	40041	0.424230906	0.41	0.179971295	0.264673289	49.82536886		Facultative	Host-associated	Mesophilic	"Animals, Human"	No	Bacteria	0.415324104
Streptococcus equi zooepidemicus MGCS10565	552526	0.449069393	0.437	0.164584176	0.266761242	50.05462949		Facultative	Host-associated	Mesophilic	"Animals, Human"	Yes	Bacteria	0.418396963
Streptococcus gallolyticus UCN34 uid46061	637909	0.462102398	0.439	0.202225788	0.281291005	43.63542757		Facultative		Mesophilic		Yes	Bacteria	0.376361334
Streptococcus gordonii Challis substr CH1	467705	0.413797826	0.4	0.224899776	0.310879114	49.60064348		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.40506778
Streptococcus mitis B6 uid46097	365659	0.383810674	0.357	0.273464653	0.324904988	47.75466236		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.399791578
Streptococcus mutans	210007	0.522247929	0.519	0.125374339	0.216468781	45.56091716		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.368250168
Streptococcus mutans NN2025 uid46353	511691	0.565674584	0.563	0.09595824	0.171501449	45.56133432		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.368465827
Streptococcus pneumoniae 70585	488221	0.401140045	0.379	0.236047318	0.327197237	47.70888076		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.397255985
Streptococcus pneumoniae ATCC 700669	561276	0.389648758	0.364	0.253854298	0.323250816	47.46128018	Non-halophilic	Facultative	Multiple	Mesophilic		No	Bacteria	0.394885912
Streptococcus pneumoniae CGSP14	516950	0.396777838	0.371	0.245792666	0.30962906	47.75487118		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.394622392
Streptococcus pneumoniae D39	373153	0.390147741	0.363	0.260814865	0.322708505	47.40016911		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.397059794
Streptococcus pneumoniae G54	512566	0.391032202	0.364	0.253560425	0.322597673	47.66067855		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.396539702
Streptococcus pneumoniae Hungary19A 6	487214	0.404748173	0.383	0.232323926	0.326596652	47.65200056		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.396308983
Streptococcus pneumoniae JJA	488222	0.402834013	0.379	0.238574287	0.326602113	47.68705882		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.397438111
Streptococcus pneumoniae P1031	488223	0.387995865	0.361	0.260062488	0.328399516	47.63678618		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.397458286
Streptococcus pneumoniae R6	171101	0.387799071	0.362	0.258640688	0.325915175	47.63791231		Facultative	Multiple	Mesophilic		No	Bacteria	0.397159836
Streptococcus pneumoniae Taiwan19F 14	487213	0.388780502	0.361	0.260704248	0.329670119	47.77025957		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.39767005
Streptococcus pneumoniae TCH8431 19A uid49735	525381	0.410699205	0.384	0.242442962	0.302680066	47.89487968		Facultative		Mesophilic		No	Bacteria	0.398354153
Streptococcus pneumoniae TIGR4	170187	0.389270712	0.3615	0.258797939	0.321368153	47.427007		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.396972569
Streptococcus pyogenes M1 GAS	160490	0.415811133	0.398	0.207777152	0.305841169	47.30185355	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385134533
Streptococcus pyogenes Manfredo	160491	0.417822979	0.4	0.207106504	0.303708393	47.32974215	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.3862848
Streptococcus pyogenes MGAS10270	370552	0.415458795	0.398	0.202642202	0.302667798	47.42653075	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.384298836
Streptococcus pyogenes MGAS10394	286636	0.415056329	0.398	0.206582255	0.306659979	47.64636203	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.386851359
Streptococcus pyogenes MGAS10750	370554	0.41428693	0.397	0.204111686	0.303892176	47.43712097	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.383159251
Streptococcus pyogenes MGAS2096	370553	0.422301669	0.406	0.205489546	0.299439286	47.6044525	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.387291673
Streptococcus pyogenes MGAS315	198466	0.41731015	0.4	0.205033477	0.305659263	47.5955188	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385926806
Streptococcus pyogenes MGAS5005	293653	0.41205829	0.394	0.211360544	0.306794802	47.34161205	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.385343591
Streptococcus pyogenes MGAS6180	319701	0.416933926	0.399	0.204967536	0.298311601	47.34713596	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.383532017
Streptococcus pyogenes MGAS8232	186103	0.418058191	0.402	0.20510621	0.301906044	47.3957685	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385466199
Streptococcus pyogenes MGAS9429	370551	0.416591743	0.398	0.206369431	0.303520696	47.42810092	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385380189
Streptococcus pyogenes NZ131	471876	0.42526532	0.407	0.199666487	0.297574662	47.37260067		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385699038
Streptococcus pyogenes SSI-1	193567	0.411830476	0.394	0.208370858	0.307737001	47.53737397	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.385502633
Streptococcus sanguinis SK36	388919	0.398410306	0.384	0.192295611	0.328007576	51.21629898		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.434002181
Streptococcus suis 05ZYH33	391295	0.365148046	0.341	0.266717302	0.305183723	49.3584689	Non-halophilic	Facultative	Multiple	Mesophilic	"Swine, Human"	No	Bacteria	0.411096837
Streptococcus suis 98HAH33	391296	0.360480109	0.335	0.277106316	0.314858706	49.33258801	Non-halophilic	Facultative	Specialized	Mesophilic	"Swine, Human"	Yes	Bacteria	0.411133665
Streptococcus suis BM407	568814	0.399722857	0.381	0.228223788	0.341082707	49.13116		Facultative	Multiple	Mesophilic	"Swine, Human"	No	Bacteria	0.410123327
Streptococcus suis P1 7	218494	0.397840826	0.379	0.236806437	0.341513734	49.06696051	Non-halophilic	Facultative	Multiple	Mesophilic	"Human, Swine"	No	Bacteria	0.412995127
Streptococcus suis SC84	568813	0.39674356	0.378	0.234429495	0.342365914	49.14202342		Facultative	Multiple	Mesophilic	"Swine, Human"	No	Bacteria	0.411068191
Streptococcus thermophilus CNRZ1066	299768	0.400954897	0.3735	0.258134744	0.301277177	45.76766559		Anaerobic	Multiple	Thermophilic	No	No	Bacteria	0.390814408
Streptococcus thermophilus LMD-9	322159	0.416537743	0.391	0.235164383	0.302137828	45.52495255	Non-halophilic	Facultative	Multiple	Mesophilic	No	No	Bacteria	0.390689623
Streptococcus thermophilus LMG 18311	264199	0.404131254	0.377	0.255195359	0.299358907	45.71700845		Anaerobic	Multiple	Thermophilic	No	Yes	Bacteria	0.390916639
Streptococcus uberis 0140J	218495	0.462443813	0.445	0.196046652	0.26796498	45.39494192		Facultative	Multiple	Mesophilic	Cattle	Yes	Bacteria	0.366318065
Streptomyces avermitilis	227882	0.606871507	0.609	0.174321377	0.0688371	33.24323845		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.707013513
Streptomyces griseus NBRC 13350	455632	0.663481777	0.665	0.136736068	0.040373858	31.65125377		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.722274079
Streptomyces scabiei 87 22 uid46531	680198	0.662461625	0.664	0.140384343	0.064707847	32.21738675		Aerobic	Terrestrial	Mesophilic	Plant	Yes	Bacteria	0.714528321
Streptosporangium roseum DSM 43021	479432	0.69370104	0.708	0.130493411	0.018134527	32.71712802		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.708631009
Sulfolobus acidocaldarius DSM 639	330779	0.675909182	0.681	0.082296856	0.082361742	46.76781786		Aerobic	Specialized	Thermophilic	No	Yes	Archaea	0.367075943
Sulfolobus islandicus L D 8 5 uid43679	425944	0.684318998	0.69	0.072995185	0.045650958	44.92488852		Aerobic	Specialized	Hyperthermophilic	No	No	Archaea	0.352625683
Sulfolobus islandicus L S 2 15	429572	0.674171908	0.679	0.069698882	0.0534241	44.86466247		Aerobic	Specialized	Hyperthermophilic	No	No	Archaea	0.351110197
Sulfolobus islandicus M 14 25	427317	0.672303293	0.677	0.070052559	0.053989103	44.80283449		Aerobic	Specialized	Hyperthermophilic	No	No	Archaea	0.350995005
Sulfolobus islandicus M 16 27	427318	0.673356199	0.677	0.070082409	0.049548473	44.69907797	Non-halophilic	Aerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.350097051
Sulfolobus islandicus M 16 4	426118	0.670049915	0.675	0.072817036	0.057452217	44.89246886	Non-halophilic	Aerobic	Specialized	Hyperthermophilic	No	No	Archaea	0.350022635
Sulfolobus islandicus Y G 57 14	439386	0.66593817	0.674	0.081141999	0.055618568	44.93888871				Hyperthermophilic	No	No	Archaea	0.353853618
Sulfolobus islandicus Y N 15 51	419942	0.66964998	0.675	0.075468828	0.052368192	44.77880016	Non-halophilic		Specialized	Hyperthermophilic	No	No	Archaea	0.353054046
Sulfolobus solfataricus	273057	0.654085005	0.67	0.109381327	0.058010957	45.33721999		Aerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.357871765
Sulfolobus tokodaii	273063	0.655800469	0.672	0.114600192	0.095175583	41.56771557		Aerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.327867161
Sulfurihydrogenibium azorense Az Fu1	204536	0.683031517	0.683	0.060352176	0.04896991	39.75375772	Non-halophilic	Microaerophilic	Aquatic	Thermophilic	No	Yes	Bacteria	0.32752932
Sulfurihydrogenibium YO3AOP1	436114	0.713113973	0.712	0.052393575	0.017904884	39.37230908		Facultative	Specialized	Thermophilic	No	Yes	Bacteria	0.32027445
Sulfurospirillum deleyianum DSM 6946	525898	0.601499513	0.598	0.090243556	0.130024989	47.50002096		Microaerophilic	Aquatic	Mesophilic	No	Yes	Bacteria	0.389698272
Sulfurovum NBC37-1	387093	0.519667695	0.51	0.113325103	0.215527538	51.293342		Facultative	Specialized	Mesophilic	No	Yes	Bacteria	0.438714862
Symbiobacterium thermophilum IAM14863	292459	0.677459325	0.698	0.155932276	0.041568161	33.59228869	Non-halophilic	Microaerophilic	Terrestrial	Thermophilic	No	Yes	Bacteria	0.686684043
Synechococcus CC9311	64471	0.64682275	0.648	0.088334691	0.069455883	52.25571859			Aquatic	Mesophilic	No	Yes	Bacteria	0.524473405
Synechococcus CC9605	110662	0.528753312	0.535	0.185435939	0.174033019	44.74243582			Aquatic	Mesophilic	No	Yes	Bacteria	0.592176397
Synechococcus CC9902	316279	0.596150713	0.601	0.117674779	0.112963804	51.16239868			Aquatic	Mesophilic	No	Yes	Bacteria	0.541644816
Synechococcus elongatus PCC 6301	269084	0.660276039	0.662	0.094597826	0.086494299	50.22876254	Non-halophilic		Aquatic	Mesophilic	No	Yes	Bacteria	0.554843292
Synechococcus elongatus PCC 7942	1140	0.660129854	0.663	0.098560611	0.087039291	50.198319			Aquatic	Mesophilic		No	Bacteria	0.554263641
Synechococcus PCC 7002	32049	0.674187633	0.673	0.066285246	0.063314822	49.81911802			Aquatic	Mesophilic	No	Yes	Bacteria	0.491870373
