Locus,CDS,ProteinID,uniprot_id,Gene,Mean.tpm
b1710,lcl|NC_000913.3_cds_NP_416225.1_1703,NP_416225.1,P06610,btuE,30.376306556261902
b1712,lcl|NC_000913.3_cds_NP_416227.1_1705,NP_416227.1,P0A6X7,ihfA,714.1297991261812
b1713,lcl|NC_000913.3_cds_NP_416228.1_1706,NP_416228.1,P07395,pheT,431.55579013610765
b1714,lcl|NC_000913.3_cds_NP_416229.1_1707,NP_416229.1,P08312,pheS,433.41665865538675
b1716,lcl|NC_000913.3_cds_NP_416231.1_1709,NP_416231.1,P0A7L3,rplT,7832.209619258148
b1717,lcl|NC_000913.3_cds_NP_416232.3_1710,NP_416232.3,P0A7Q1,rpmI,8571.805204856219
b1718,lcl|NC_000913.3_cds_NP_416233.1_1711,NP_416233.1,P0A707,infC,1009.9365326593546
b1719,lcl|NC_000913.3_cds_NP_416234.1_1712,NP_416234.1,P0A8M3,thrS,652.401341200338
b1722,lcl|NC_000913.3_cds_NP_416236.1_1714,NP_416236.1,P76206,ydiY,165.91747948905208
b1723,lcl|NC_000913.3_cds_NP_416237.3_1715,NP_416237.3,P06999,pfkB,56.759844961028556
b1726,lcl|NC_000913.3_cds_NP_416240.1_1718,NP_416240.1,P76208,yniB,33.3391661563393
b1727,lcl|NC_000913.3_cds_NP_416241.1_1719,NP_416241.1,P77247,hxpB,84.88374402675699
b1729,lcl|NC_000913.3_cds_NP_416243.1_1721,NP_416243.1,P77529,tcyP,22.90851370124217
b1731,lcl|NC_000913.3_cds_NP_416245.2_1723,NP_416245.2,P0AE60,cedA,27.465432820183267
b1739,lcl|NC_000913.3_cds_NP_416253.1_1731,NP_416253.1,P0ADB1,osmE,138.56817816511838
b1740,lcl|NC_000913.3_cds_NP_416254.1_1732,NP_416254.1,P18843,nadE,204.92559625386002
b1749,lcl|NC_000913.3_cds_NP_416263.1_1741,NP_416263.1,P09030,xthA,219.20068430550114
b1757,lcl|NC_000913.3_cds_NP_416271.4_1749,NP_416271.4,P78067,ynjE,47.68962151244231
b1759,lcl|NC_000913.3_cds_NP_416273.1_1751,NP_416273.1,P77788,nudG,23.73120308791781
b1761,lcl|NC_000913.3_cds_NP_416275.1_1753,NP_416275.1,P00370,gdhA,29.39574799184398
b1763,lcl|NC_000913.3_cds_NP_416277.1_1755,NP_416277.1,P14294,topB,16.385969608173934
b1764,lcl|NC_000913.3_cds_NP_416278.1_1756,NP_416278.1,P16456,selD,155.17454688189048
b1765,lcl|NC_000913.3_cds_NP_416279.1_1757,NP_416279.1,P0ACY1,ydjA,154.567266909912
b1766,lcl|NC_000913.3_cds_NP_416280.1_1758,NP_416280.1,P08395,sppA,31.020638291305346
b1767,lcl|NC_000913.3_cds_NP_416281.1_1759,NP_416281.1,P0A962,ansA,99.2093241585689
b1768,lcl|NC_000913.3_cds_NP_416282.4_1760,NP_416282.4,P21369,pncA,71.4051818847904
b1770,lcl|NC_000913.3_cds_NP_416284.1_1762,NP_416284.1,P77721,ydjF,21.354156504062615
b1777,lcl|NC_000913.3_cds_NP_416291.4_1769,NP_416291.4,P76231,yeaC,145.52814160841885
b1778,lcl|NC_000913.3_cds_NP_416292.1_1770,NP_416292.1,P0A746,msrB,240.4314871226313
b1779,lcl|NC_000913.3_cds_NP_416293.1_1771,NP_416293.1,P0A9B2,gapA,7139.194115584758
b1780,lcl|NC_000913.3_cds_NP_416294.4_1772,NP_416294.4,P39173,yeaD,104.6028680295144
b1782,lcl|NC_000913.3_cds_NP_416296.1_1774,NP_416296.1,P0A908,mipA,986.7555928394834
b1787,lcl|NC_000913.3_cds_NP_416301.1_1779,NP_416301.1,P64483,yeaK,56.00767804506809
b1793,lcl|NC_000913.3_cds_NP_416307.1_1785,NP_416307.1,P64493,yoaF,35.33836442168764
b1794,lcl|NC_000913.3_cds_NP_416308.4_1786,NP_416308.4,P76245,dgcP,11.436782764396638
b1795,lcl|NC_000913.3_cds_NP_416309.1_1789,NP_416309.1,P64485,yeaQ,136.4133424559343
b1798,lcl|NC_000913.3_cds_NP_416312.1_1792,NP_416312.1,P76249,leuE,21.80137610335641
b1804,lcl|NC_000913.3_cds_NP_416318.1_1798,NP_416318.1,P09155,rnd,31.92146613174275
b1805,lcl|NC_000913.3_cds_NP_416319.1_1799,NP_416319.1,P69451,fadD,32.45381333526155
b1806,lcl|NC_000913.3_cds_NP_416320.1_1800,NP_416320.1,P0AA91,yeaY,47.39029436498575
b1807,lcl|NC_000913.3_cds_NP_416321.1_1801,NP_416321.1,P76256,tsaB,92.42521301030365
b1809,lcl|NC_000913.3_cds_NP_416323.4_1803,NP_416323.4,P0AEB7,yoaB,416.52224430395063
b1810,lcl|NC_000913.3_cds_NP_416324.2_1804,NP_416324.2,P64490,yoaC,36.40892747665056
b1811,lcl|NC_000913.3_cds_NP_416325.1_1805,NP_416325.1,P67338,yoaH,52.9837711002152
b1812,lcl|NC_000913.3_cds_NP_416326.1_1806,NP_416326.1,P05041,pabB,18.414125013152272
b1814,lcl|NC_000913.3_cds_NP_416328.1_1808,NP_416328.1,P16095,sdaA,93.67283490959366
b1816,lcl|NC_000913.3_cds_NP_416330.1_1810,NP_416330.1,P0AEC0,yoaE,10.747092630102337
b1817,lcl|NC_000913.3_cds_NP_416331.1_1812,NP_416331.1,P69797,manX,160.77310098396435
b1818,lcl|NC_000913.3_cds_NP_416332.1_1813,NP_416332.1,P69801,manY,167.1376678071104
b1819,lcl|NC_000913.3_cds_NP_416333.4_1814,NP_416333.4,P69805,manZ,170.25615994729813
b1821,lcl|NC_000913.3_cds_NP_416335.4_1816,NP_416335.4,P76264,mntP,16.469669092000604
b1822,lcl|NC_000913.3_cds_NP_416336.1_1817,NP_416336.1,P36999,rlmA,49.89549077822566
b1823,lcl|NC_000913.3_cds_NP_416337.1_1818,NP_416337.1,P0A9Y6,cspC,6959.608724633877
b1824,lcl|NC_000913.3_cds_NP_416338.1_1819,NP_416338.1,P64508,yobF,210.13759777821775
b1825,lcl|NC_000913.3_cds_NP_416339.1_1820,NP_416339.1,P64499,yebO,97.217282414188
b1826,lcl|NC_000913.3_cds_NP_416340.1_1821,NP_416340.1,P64512,mgrB,96.74895348271214
b1827,lcl|NC_000913.3_cds_NP_416341.1_1823,NP_416341.1,P76268,kdgR,130.98973242204906
b1829,lcl|NC_000913.3_cds_NP_416343.1_1825,NP_416343.1,P23894,htpX,195.24917413397694
b1830,lcl|NC_000913.3_cds_NP_416344.1_1826,NP_416344.1,P23865,prc,80.09044886876333
b1832,lcl|NC_000913.3_cds_NP_416346.4_1828,NP_416346.4,P76270,msrC,186.13253342712542
b1835,lcl|NC_000913.3_cds_NP_416349.2_1831,NP_416349.2,P76273,rsmF,23.382685902179837
b1839,lcl|NC_000913.3_cds_NP_416353.1_1835,NP_416353.1,P64506,yebY,137.49199976725913
b1840,lcl|NC_000913.3_cds_NP_416354.1_1836,NP_416354.1,P76278,yebZ,13.028814220795383
b1841,lcl|NC_000913.3_cds_NP_416355.1_1837,NP_416355.1,P0AA57,yobA,167.55357352202319
b1842,lcl|NC_000913.3_cds_NP_416356.1_1838,NP_416356.1,P0ABS8,holE,57.747034555897336
b1844,lcl|NC_000913.3_cds_NP_416358.1_1840,NP_416358.1,P0AEK0,exoX,22.649944812294798
b1845,lcl|NC_000913.3_cds_NP_416359.1_1841,NP_416359.1,P24555,ptrB,5.577633906953737
b1848,lcl|NC_000913.3_cds_NP_416362.1_1844,NP_416362.1,P0ACY9,yebG,106.43495666368258
b1849,lcl|NC_000913.3_cds_NP_416363.1_1845,NP_416363.1,P33221,purT,32.85924527435162
b1850,lcl|NC_000913.3_cds_NP_416364.1_1846,NP_416364.1,P0A955,eda,611.367401813345
b1851,lcl|NC_000913.3_cds_NP_416365.1_1847,NP_416365.1,P0ADF6,edd,8.81816307401944
b1852,lcl|NC_000913.3_cds_NP_416366.1_1848,NP_416366.1,P0AC53,zwf,271.89749906904274
b1853,lcl|NC_000913.3_cds_NP_416367.1_1849,NP_416367.1,P46118,yebK,16.870388258721253
b1854,lcl|NC_000913.3_cds_NP_416368.1_1850,NP_416368.1,P21599,pykA,222.91978377882927
b1855,lcl|NC_000913.3_cds_NP_416369.1_1851,NP_416369.1,P24205,lpxM,44.51426737575268
b1856,lcl|NC_000913.3_cds_NP_416370.2_1852,NP_416370.2,P0AFS9,mepM,38.21858186798669
b1857,lcl|NC_000913.3_cds_NP_416371.4_1853,NP_416371.4,P39172,znuA,859.9276132326482
b1858,lcl|NC_000913.3_cds_NP_416372.1_1854,NP_416372.1,P0A9X1,znuC,64.1327529426267
b1859,lcl|NC_000913.3_cds_NP_416373.1_1855,NP_416373.1,P39832,znuB,30.443390087176546
b1860,lcl|NC_000913.3_cds_NP_416374.1_1856,NP_416374.1,P0A812,ruvB,28.19929077122331
b1861,lcl|NC_000913.3_cds_NP_416375.1_1857,NP_416375.1,P0A809,ruvA,53.839762258018915
b1863,lcl|NC_000913.3_cds_NP_416377.1_1860,NP_416377.1,P0A814,ruvC,22.53530563360524
b1864,lcl|NC_000913.3_cds_NP_416378.1_1861,NP_416378.1,P0A8A0,yebC,714.1832117881241
b1866,lcl|NC_000913.3_cds_NP_416380.1_1863,NP_416380.1,P21889,aspS,397.73140434217646
b1867,lcl|NC_000913.3_cds_NP_416381.2_1864,NP_416381.2,P0ADI7,yecD,40.86122856694351
b1870,lcl|NC_000913.3_cds_NP_416384.1_1867,NP_416384.1,P76290,cmoA,66.3041476832332
b1871,lcl|NC_000913.3_cds_NP_416385.1_1868,NP_416385.1,P76291,cmoB,37.67691600967362
b1875,lcl|NC_000913.3_cds_NP_416389.4_1872,NP_416389.4,P52007,yecM,28.114053425288933
b1876,lcl|NC_000913.3_cds_NP_416390.1_1873,NP_416390.1,P11875,argS,242.16812341842183
b1902,lcl|NC_000913.3_cds_NP_416415.1_1900,NP_416415.1,P0A9A2,ftnB,19.949937343260004
b4537,lcl|NC_000913.3_cds_NP_416416.2_1901,NP_416416.2,P0AD10,yecJ,158.5273793387123
b1905,lcl|NC_000913.3_cds_NP_416418.1_1904,NP_416418.1,P0A998,ftnA,738.34235961375
b1907,lcl|NC_000913.3_cds_NP_416420.1_1906,NP_416420.1,P0AAD4,tyrP,20.3278134584121
b1908,lcl|NC_000913.3_cds_NP_416421.1_1907,NP_416421.1,P0AD05,yecA,41.49843370538219
b1912,lcl|NC_000913.3_cds_NP_416422.1_1908,NP_416422.1,P0ABF8,pgsA,43.70812281487276
b1913,lcl|NC_000913.3_cds_NP_416423.4_1909,NP_416423.4,P0A8G0,uvrC,17.532826355154494
b1914,lcl|NC_000913.3_cds_NP_416424.1_1910,NP_416424.1,P0AED5,uvrY,57.093081892642644
b1915,lcl|NC_000913.3_cds_NP_416425.1_1912,NP_416425.1,P0AD07,yecF,275.4307172411967
b1916,lcl|NC_000913.3_cds_NP_416426.1_1913,NP_416426.1,P07026,sdiA,30.128060010561583
b1917,lcl|NC_000913.3_cds_NP_416427.1_1914,NP_416427.1,P37774,tcyN,22.892138388538537
b1918,lcl|NC_000913.3_cds_NP_416428.1_1915,NP_416428.1,P0AFT2,tcyL,16.88075827680736
b1919,lcl|NC_000913.3_cds_NP_416429.4_1916,NP_416429.4,P76316,dcyD,39.59040287746514
b1920,lcl|NC_000913.3_cds_NP_416430.1_1917,NP_416430.1,P0AEM9,tcyJ,96.43412259153911
b1923,lcl|NC_000913.3_cds_NP_416433.1_1920,NP_416433.1,P04949,fliC,4.8083261120685235
b1928,lcl|NC_000913.3_cds_NP_416438.1_1925,NP_416438.1,P31063,yedD,280.9911742386228
b1929,lcl|NC_000913.3_cds_NP_416439.1_1926,NP_416439.1,P31064,yedE,121.10305528763512
b1930,lcl|NC_000913.3_cds_NP_416440.1_1927,NP_416440.1,P0AA31,yedF,157.47914147594287
b1952,lcl|NC_000913.3_cds_NP_416462.1_1945,NP_416462.1,P0AEG8,dsrB,95.38238831146978
b1958,lcl|NC_000913.3_cds_NP_416467.1_1950,NP_416467.1,P46125,yedI,15.131424255502194
b1961,lcl|NC_000913.3_cds_NP_416470.1_1953,NP_416470.1,P0AED9,dcm,20.281025615091558
NA,NA,NP_416472.2,NA,NA,24.961971076018813
b1967,lcl|NC_000913.3_cds_NP_416476.1_1956,NP_416476.1,P31658,hchA,13.811227316933131
b1981,lcl|NC_000913.3_cds_NP_416488.1_1966,NP_416488.1,P76350,shiA,9.20869154657707
b1982,lcl|NC_000913.3_cds_NP_416489.1_1967,NP_416489.1,P0AE12,amn,33.648179742743885
b1983,lcl|NC_000913.3_cds_NP_416490.1_1968,NP_416490.1,P0A8A2,yeeN,350.5086589515303
b1991,lcl|NC_000913.3_cds_NP_416495.1_1973,NP_416495.1,P36562,cobT,11.684605256490272
b1992,lcl|NC_000913.3_cds_NP_416496.1_1974,NP_416496.1,P36561,cobS,19.290671320615054
b2007,lcl|NC_000913.3_cds_NP_416511.4_1988,NP_416511.4,P0A8M6,tmaR,844.0217473501494
b2011,lcl|NC_000913.3_cds_NP_416515.1_1993,NP_416515.1,P04995,sbcB,20.71810802172824
b2014,lcl|NC_000913.3_cds_NP_416518.2_1996,NP_416518.2,P0AA47,plaP,600.7679585330766
b2016,lcl|NC_000913.3_cds_NP_416520.1_1999,NP_416520.1,P0AD12,yeeZ,65.33666658163696
b2017,lcl|NC_000913.3_cds_NP_416521.2_2001,NP_416521.2,P69346,yefM,69.03665692948925
b2019,lcl|NC_000913.3_cds_NP_416523.1_2003,NP_416523.1,P60757,hisG,151.84814783197066
b2020,lcl|NC_000913.3_cds_NP_416524.1_2004,NP_416524.1,P06988,hisD,74.87990384609213
b2021,lcl|NC_000913.3_cds_NP_416525.1_2005,NP_416525.1,P06986,hisC,72.3597954668198
b2022,lcl|NC_000913.3_cds_NP_416526.4_2006,NP_416526.4,P06987,hisB,90.34998616491312
b2023,lcl|NC_000913.3_cds_NP_416527.1_2007,NP_416527.1,P60595,hisH,63.20799000126486
b2024,lcl|NC_000913.3_cds_NP_416528.2_2008,NP_416528.2,P10371,hisA,48.69496893930624
b2025,lcl|NC_000913.3_cds_NP_416529.1_2009,NP_416529.1,P60664,hisF,53.56061986198443
b2026,lcl|NC_000913.3_cds_NP_416530.1_2010,NP_416530.1,P06989,hisI,111.61272328905874
b2027,lcl|NC_000913.3_cds_NP_416531.4_2011,NP_416531.4,P76372,wzzB,333.82236294173003
b2029,lcl|NC_000913.3_cds_NP_416533.1_2013,NP_416533.1,P00350,gnd,1979.3105441036787
b2032,lcl|NC_000913.3_cds_NP_416536.1_2016,NP_416536.1,P37751,wbbK,58.79591822567277
b2033,lcl|NC_000913.3_cds_NP_416537.1_2017,NP_416537.1,P37750,wbbJ,100.91372552829469
b2034,lcl|NC_000913.3_cds_NP_416538.1_2018,NP_416538.1,P37749,wbbI,201.39982621640965
b2035,lcl|NC_000913.3_cds_NP_416539.1_2019,NP_416539.1,P37748,wbbH,29.33598472865706
b2036,lcl|NC_000913.3_cds_NP_416540.1_2020,NP_416540.1,P37747,glf,225.34591187771747
b2037,lcl|NC_000913.3_cds_NP_416541.1_2021,NP_416541.1,P37746,rfbX,39.6716523477407
b2038,lcl|NC_000913.3_cds_NP_416542.1_2022,NP_416542.1,P37745,rfbC,184.6506972637797
b2039,lcl|NC_000913.3_cds_NP_416543.1_2023,NP_416543.1,P37744,rfbA,319.88894948090984
b2040,lcl|NC_000913.3_cds_NP_416544.1_2024,NP_416544.1,P37760,rfbD,184.09932101993203
b2041,lcl|NC_000913.3_cds_NP_416545.1_2025,NP_416545.1,P37759,rfbB,334.1363494144267
b2042,lcl|NC_000913.3_cds_NP_416546.1_2026,NP_416546.1,P0AAB6,galF,392.98463074273036
b2063,lcl|NC_000913.3_cds_NP_416567.4_2047,NP_416567.4,P76389,yegH,13.299624054837038
b2064,lcl|NC_000913.3_cds_NP_416568.1_2048,NP_416568.1,P28249,asmA,6.949820141557622
b2065,lcl|NC_000913.3_cds_NP_416569.1_2049,NP_416569.1,P28248,dcd,101.60708636704423
b2066,lcl|NC_000913.3_cds_NP_416570.2_2050,NP_416570.2,P0A8F4,udk,135.14947280696288
b2069,lcl|NC_000913.3_cds_NP_416573.4_2053,NP_416573.4,P36928,yegD,16.46875830170569
b2075,lcl|NC_000913.3_cds_NP_416579.1_2061,NP_416579.1,P76398,mdtB,2.3811761799581315
b2079,lcl|NC_000913.3_cds_NP_416583.1_2065,NP_416583.1,P69228,baeR,29.42346002767179
b2081,lcl|NC_000913.3_cds_NP_416585.1_2067,NP_416585.1,P76403,trhP,131.1224999761673
b2082,lcl|NC_000913.3_cds_NP_416586.1_2068,NP_416586.1,P37057,ogrK,60.652699857467205
b2091,lcl|NC_000913.3_cds_NP_416594.1_2074,NP_416594.1,P0A9S3,gatD,47.217581471312144
b2093,lcl|NC_000913.3_cds_NP_416596.1_2075,NP_416596.1,P37188,gatB,128.26737699041013
b2094,lcl|NC_000913.3_cds_NP_416597.1_2076,NP_416597.1,P69828,gatA,109.61459756802468
b2095,lcl|NC_000913.3_cds_NP_416598.1_2077,NP_416598.1,P0C8J8,gatZ,208.14177860295143
b2096,lcl|NC_000913.3_cds_NP_416599.2_2078,NP_416599.2,P0C8J6,gatY,410.36513009757556
b2099,lcl|NC_000913.3_cds_NP_416602.1_2081,NP_416602.1,P76418,yegU,8.14616474176652
b2101,lcl|NC_000913.3_cds_NP_416604.1_2083,NP_416604.1,P0ACM5,yegW,14.619165502859593
b2107,lcl|NC_000913.3_cds_NP_416610.4_2089,NP_416610.4,P64534,rcnB,98.86642503903947
b2113,lcl|NC_000913.3_cds_NP_416616.4_2095,NP_416616.4,P0AF08,mrp,328.02115785418465
b2114,lcl|NC_000913.3_cds_NP_416617.1_2096,NP_416617.1,P00959,metG,271.7646040234085
b2124,lcl|NC_000913.3_cds_NP_416628.1_2105,NP_416628.1,P33355,yehS,48.336838953328325
b2125,lcl|NC_000913.3_cds_NP_416629.4_2106,NP_416629.4,P0AFT5,btsR,10.592450141492286
b2132,lcl|NC_000913.3_cds_NP_416636.1_2114,NP_416636.1,P33363,bglX,43.47413023856831
b2133,lcl|NC_000913.3_cds_NP_416637.1_2115,NP_416637.1,P06149,dld,40.74334301453428
b2134,lcl|NC_000913.3_cds_NP_416638.4_2116,NP_416638.4,P0AFI5,pbpG,50.833060108555316
b2143,lcl|NC_000913.3_cds_NP_416648.1_2124,NP_416648.1,P0ABF6,cdd,20.92271492899524
b2150,lcl|NC_000913.3_cds_NP_416655.1_2131,NP_416655.1,P0AEE5,mglB,10.8
b2153,lcl|NC_000913.3_cds_NP_416658.1_2134,NP_416658.1,P0A6T5,folE,233.93717105240043
b2154,lcl|NC_000913.3_cds_NP_416659.1_2135,NP_416659.1,P33018,yeiG,30.841530441921975
b2156,lcl|NC_000913.3_cds_NP_416661.1_2137,NP_416661.1,P25737,lysP,75.47853999647853
b2157,lcl|NC_000913.3_cds_NP_416662.1_2138,NP_416662.1,P0ACR4,yeiE,18.573098825990243
b2158,lcl|NC_000913.3_cds_NP_416663.1_2139,NP_416663.1,P62723,yeiH,10.730330842988952
b2159,lcl|NC_000913.3_cds_NP_416664.1_2140,NP_416664.1,P0A6C1,nfo,46.920997431853486
b2167,lcl|NC_000913.3_cds_NP_416672.1_2148,NP_416672.1,P20966,fruA,17.429285699649316
b2168,lcl|NC_000913.3_cds_NP_416673.1_2149,NP_416673.1,P0AEW9,fruK,21.64855653386617
b2169,lcl|NC_000913.3_cds_NP_416674.1_2150,NP_416674.1,P69811,fruB,26.843807479565932
b2171,lcl|NC_000913.3_cds_NP_416676.4_2153,NP_416676.4,P0A6N8,yeiP,593.4768066234774
b2172,lcl|NC_000913.3_cds_NP_416677.1_2154,NP_416677.1,P33029,yeiQ,6.748333127521195
b2173,lcl|NC_000913.3_cds_NP_416678.1_2155,NP_416678.1,P33030,yeiR,23.33452377915607
b2174,lcl|NC_000913.3_cds_NP_416679.4_2156,NP_416679.4,P76445,lpxT,43.48965394205845
b2175,lcl|NC_000913.3_cds_NP_416680.1_2157,NP_416680.1,P0AFV4,mepS,347.4301800362197
b2181,lcl|NC_000913.3_cds_NP_416686.1_2163,NP_416686.1,P0AD21,yejG,82.66002661504537
b2182,lcl|NC_000913.3_cds_NP_416687.1_2164,NP_416687.1,P28246,bcr,11.200000000000003
b2183,lcl|NC_000913.3_cds_NP_416688.1_2165,NP_416688.1,P0AA43,rsuA,148.32235165341731
b2184,lcl|NC_000913.3_cds_NP_416689.1_2166,NP_416689.1,P33919,radD,7.229107828771127
b2185,lcl|NC_000913.3_cds_NP_416690.1_2167,NP_416690.1,P68919,rplY,6167.407777989058
b2186,lcl|NC_000913.3_cds_NP_416691.1_2168,NP_416691.1,P33920,yejK,121.19405926034503
b2187,lcl|NC_000913.3_cds_NP_416692.1_2169,NP_416692.1,P0AD24,yejL,246.49267737602256
b2188,lcl|NC_000913.3_cds_NP_416693.1_2170,NP_416693.1,P0AD27,lapC,10.471389592599449
b2193,lcl|NC_000913.3_cds_NP_416697.1_2173,NP_416697.1,P31802,narP,129.60833306543213
b2206,lcl|NC_000913.3_cds_NP_416710.1_2186,NP_416710.1,P33937,napA,18.192306066026926
b2209,lcl|NC_000913.3_cds_NP_416713.1_2190,NP_416713.1,P23827,eco,128.3775681340008
b2210,lcl|NC_000913.3_cds_NP_416714.1_2191,NP_416714.1,P33940,mqo,43.6091733469003
b2211,lcl|NC_000913.3_cds_NP_416715.1_2192,NP_416715.1,P33941,yojI,5.71314274283428
b2214,lcl|NC_000913.3_cds_NP_416718.1_2195,NP_416718.1,P0AB85,ftp,10.175952043912158
b2215,lcl|NC_000913.3_cds_NP_416719.1_2196,NP_416719.1,P06996,ompC,13889.746053834107
b2216,lcl|NC_000913.3_cds_NP_416720.1_2197,NP_416720.1,P39838,rcsD,16.829735589129136
b2217,lcl|NC_000913.3_cds_NP_416721.1_2198,NP_416721.1,P0DMC7,rcsB,345.6916689768498
b2218,lcl|NC_000913.3_cds_NP_416722.2_2199,NP_416722.2,P0DMC5,rcsC,5.029910535983716
b2231,lcl|NC_000913.3_cds_NP_416734.1_2210,NP_416734.1,P0AES4,gyrA,242.49783504188235
b2232,lcl|NC_000913.3_cds_NP_416735.1_2211,NP_416735.1,P17993,ubiG,150.5277383075956
b2234,lcl|NC_000913.3_cds_NP_416737.1_2214,NP_416737.1,P00452,nrdA,208.28622133977098
b2235,lcl|NC_000913.3_cds_NP_416738.1_2216,NP_416738.1,P69924,nrdB,178.59473676455298
b2237,lcl|NC_000913.3_cds_NP_416740.1_2218,NP_416740.1,P27294,inaA,25.590427897946533
b2249,lcl|NC_000913.3_cds_NP_416752.1_2229,NP_416752.1,P77808,yfaY,48.79497924991875
b2250,lcl|NC_000913.3_cds_NP_416753.4_2230,NP_416753.4,P76471,yfaZ,212.14188648166592
b2252,lcl|NC_000913.3_cds_NP_416755.1_2232,NP_416755.1,P45565,ais,14.690132742763087
b2253,lcl|NC_000913.3_cds_NP_416756.6_2233,NP_416756.6,P77690,arnB,11.920570456148479
b2254,lcl|NC_000913.3_cds_NP_416757.1_2234,NP_416757.1,P77757,arnC,10.549881515922348
b2255,lcl|NC_000913.3_cds_NP_416758.1_2235,NP_416758.1,P77398,arnA,8.787491109526087
b2260,lcl|NC_000913.3_cds_NP_416763.1_2241,NP_416763.1,P37353,menE,9.695359714832662
b2261,lcl|NC_000913.3_cds_NP_416764.1_2242,NP_416764.1,P29208,menC,37.80185180649224
b2262,lcl|NC_000913.3_cds_NP_416765.1_2243,NP_416765.1,P0ABU0,menB,239.40868822998047
b2264,lcl|NC_000913.3_cds_NP_416767.1_2245,NP_416767.1,P17109,menD,11.984156207259652
b2265,lcl|NC_000913.3_cds_NP_416768.4_2246,NP_416768.4,P38051,menF,10.073728207570424
b2266,lcl|NC_000913.3_cds_NP_416769.1_2247,NP_416769.1,P0AEH5,elaB,33.29939939398307
b2267,lcl|NC_000913.3_cds_NP_416770.1_2248,NP_416770.1,P0AEH3,elaA,38.9486841883009
b2268,lcl|NC_000913.3_cds_NP_416771.4_2249,NP_416771.4,P0A8V0,rbn,27.942082957431793
b2276,lcl|NC_000913.3_cds_NP_416779.2_2257,NP_416779.2,P0AFF0,nuoN,75.725160944035
b2277,lcl|NC_000913.3_cds_NP_416780.1_2258,NP_416780.1,P0AFE8,nuoM,60.84406298070499
b2278,lcl|NC_000913.3_cds_NP_416781.1_2259,NP_416781.1,P33607,nuoL,53.621450931506864
b2279,lcl|NC_000913.3_cds_NP_416782.1_2260,NP_416782.1,P0AFE4,nuoK,113.25193155085705
b2280,lcl|NC_000913.3_cds_NP_416783.1_2261,NP_416783.1,P0AFE0,nuoJ,76.85772570145436
b2281,lcl|NC_000913.3_cds_NP_416784.1_2262,NP_416784.1,P0AFD6,nuoI,107.8781256789345
b2282,lcl|NC_000913.3_cds_NP_416785.1_2263,NP_416785.1,P0AFD4,nuoH,69.42045807973318
b2283,lcl|NC_000913.3_cds_NP_416786.4_2264,NP_416786.4,P33602,nuoG,128.67657129407817
b2284,lcl|NC_000913.3_cds_NP_416787.1_2265,NP_416787.1,P31979,nuoF,128.39937694552881
b2285,lcl|NC_000913.3_cds_NP_416788.1_2266,NP_416788.1,P0AFD1,nuoE,254.10147579264464
b2286,lcl|NC_000913.3_cds_NP_416789.2_2267,NP_416789.2,P33599,nuoC,183.73029146006374
b2287,lcl|NC_000913.3_cds_NP_416790.1_2268,NP_416790.1,P0AFC7,nuoB,324.3020197285238
b2288,lcl|NC_000913.3_cds_NP_416791.3_2269,NP_416791.3,P0AFC3,nuoA,222.79820466063018
b2289,lcl|NC_000913.3_cds_NP_416792.1_2270,NP_416792.1,P36771,lrhA,48.093658625644196
b2290,lcl|NC_000913.3_cds_NP_416793.1_2271,NP_416793.1,P0A959,alaA,134.20879255846097
b2291,lcl|NC_000913.3_cds_NP_416794.1_2272,NP_416794.1,P76491,yfbR,37.20927303777917
b2293,lcl|NC_000913.3_cds_NP_416796.2_2274,NP_416796.2,P77625,hxpA,32.808535474781564
b2294,lcl|NC_000913.3_cds_NP_416797.2_2275,NP_416797.2,P0A8W8,yfbU,213.77022711313194
b2295,lcl|NC_000913.3_cds_NP_416798.1_2276,NP_416798.1,P0A8D9,yfbV,49.11517077237948
b2296,lcl|NC_000913.3_cds_NP_416799.1_2277,NP_416799.1,P0A6A3,ackA,1758.986540596602
b2297,lcl|NC_000913.3_cds_NP_416800.1_2278,NP_416800.1,P0A9M8,pta,639.0085132453241
b2299,lcl|NC_000913.3_cds_NP_416802.1_2280,NP_416802.1,P65556,yfcD,189.36599483539803
b2300,lcl|NC_000913.3_cds_NP_416803.3_2281,NP_416803.3,P67095,yfcE,127.86664928745098
b2303,lcl|NC_000913.3_cds_NP_416806.1_2284,NP_416806.1,P0AC19,folX,227.1219936509892
b2304,lcl|NC_000913.3_cds_NP_416807.1_2285,NP_416807.1,P77775,yfcH,34.147035010378296
b2306,lcl|NC_000913.3_cds_NP_416809.1_2287,NP_416809.1,P07109,hisP,14.07551064793033
b2309,lcl|NC_000913.3_cds_NP_416812.1_2290,NP_416812.1,P0AEU0,hisJ,105.79697538209683
b2310,lcl|NC_000913.3_cds_NP_416813.1_2291,NP_416813.1,P09551,argT,26.67883055907811
b2311,lcl|NC_000913.3_cds_NP_416814.1_2292,NP_416814.1,P0AG03,ubiX,15.426600403199666
b2312,lcl|NC_000913.3_cds_NP_416815.1_2293,NP_416815.1,P0AG16,purF,48.82294542528136
b2313,lcl|NC_000913.3_cds_NP_416816.1_2294,NP_416816.1,P08550,cvpA,21.60624909603702
b2314,lcl|NC_000913.3_cds_NP_416817.2_2295,NP_416817.2,P09549,dedD,46.8163433001767
b2315,lcl|NC_000913.3_cds_NP_416818.1_2296,NP_416818.1,P08192,folC,78.75328564574312
